codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
38475;151/A/09;2009-09-30;2009-09-30;2009-12-11;1. Promover a divulgação deste Acidente Aeronáutico junto às oficinas de sua área de atuação, realçando a importância da atualização das publicações técnicas emitidas pelos fabricantes e o correto cumprimento das mesmas.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38475;151/A/09;2009-09-30;2009-09-30;2010-03-22;1. Promover a divulgação deste Acidente Aeronáutico junto às oficinas de sua área de atuação, realçando a importância da atualização das publicações técnicas emitidas pelos fabricantes e o correto cumprimento das mesmas.;ADOTADA;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38426;252/2011;2011-09-23;2011-09-29;2014-10-27;Realizar uma vistoria de segurança de voo no Aeroclube de Itápolis, a fim de verificar as condições de acompanhamento da manutenção de suas aeronaves.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38426;253/2011;2011-09-23;2011-09-29;2014-10-27;Realizar uma vistoria de segurança de voo na Oficina EJ Aero Agrícola Ltda., a fim de verificar os seus serviços de manutenção, em especial no tocante à revisão de motores.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38425;127/2012;2012-03-22;2012-04-20;2012-07-16;Na realização dos voos de verificação de proficiência, enfatizar a avaliação do conhecimento sobre os sistemas das aeronaves e sobre os procedimentos de emergência, contemplando em especial as situações que exijam o pouso imediato e as situações que permitam a continuidade do voo, com a realização do pouso assim que praticável.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38425;128/2012;2012-03-22;2012-04-20;2012-07-18;Divulgar os ensinamentos do presente relatório aos operadores de helicóptero, enfatizando a importância da verificação do checklist durante as emergências, visando garatir o cumprimento dos procedimentos previstos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38425;129/2012;2012-03-22;2012-04-20;2013-02-20;Incrementar a fiscalização das oficinas de manutenção, visando evitar a realização de serviços que não estejam em conformidade com os previstos pelo fabricante.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38423;130/2012;2012-03-22;2012-04-20;2012-07-18;Adotar mecanismo para divulgação da ocorrência, a fim de alertar operadores e pilotos da aviação geral quanto à necessidade de cumprimento das normas reguladoras da aviação civil.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38423;131/2012;2012-03-22;2012-04-20;2012-09-27;Incrementar a fiscalização da aviação privada, visando inibir a operação de aeronaves em condições de aeronavegabilidade inadequada por pilotos com habilitação vencida.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38420;314/2012;2012-08-08;2012-10-16;2017-10-18;Avaliar a viabilidade de criar requisitos adicionais de treinamento e experiência para a operação dos helicópteros modelo R-22 e R-44 no Brasil, nos moldes dos requisitos estabelecidos nos Estados Unidos da América por meio do SFAR 73-1, visando evitar a ocorrência de acidentes similares ao deste relatório.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38420;315/2012;2012-08-08;2012-10-16;2012-10-30;Divulgar os ensinamentos do presente relatório para as escolas de aviação civil que operam a aeronave R-22 em instrução de voo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38420;316/2012;2012-08-08;2012-10-16;2013-01-14;Orientar os controladores da Torre de Controle do aeródromo de Jacarepaguá sobre a importância de atualizar os pilotos quanto a variações nas condições meteorológicas, em especial no caso de variações significativas de vento para os pilotos de helicóptero.;ADOTADA;INFRAERO;EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA
38420;317/2012;2012-08-08;2012-10-16;NULL;Divulgar aos seus associados o conteúdo e ensinamentos contidos nesta investigação, em especial os cuidados relacionados à operação com rajadas de vento.;***;ABRAPHE;ASSOCIAÇÃO BRASILEIRA DE PILOTOS DE HELICÓPTEROS
38377;111/2009;2009-10-27;2009-10-27;NULL;Supervisionar os serviços de manutenção preventiva e corretiva realizados em sua aeronave a fim de impedir a instalação de peças não previstas pelo fabricante, a execução de manutenção por pessoal não habilitado, como também, manter a periodicidade das inspeções dentro dos prazos estabelecidos.;***;LMC;AVIAÇÃO AGRÍCOLA LMC
38377;112/2009;2009-10-27;2009-10-27;NULL;Adotar procedimentos a fim de estabelecer critérios para a execução de vôos ou operações não rotineiras nas suas aeronaves, que exijam maior grau de experiência por parte dos pilotos.;***;LMC;AVIAÇÃO AGRÍCOLA LMC
38377;113/2009;2009-10-27;2009-10-27;NULL;Envidar esforços na formação de um profissional com curso na área do SIPAER, a fim de elevar o nível de segurança operacional da empresa, e permitir o acompanhamento e a execução das normas estabelecidas por esse Sistema, a exemplo: a comunicação imediata de ocorrências aeronáuticas.;***;LMC;AVIAÇÃO AGRÍCOLA LMC
38359;RSO (A) 048/2010/SERIPA VI;2010-10-20;2010-10-20;NULL;Reciclar o pessoal de manutenção de aeronaves quanto aos processos de execução e de supervisão dos serviços de manutenção de forma a garantir a adequação dos serviços.;***;LIDER;LÍDER TÁXI AÉREO
38359;RSO (A) 049/2010/SERIPA VI;2010-10-20;2010-10-20;NULL;Implantar o Sistema de Gerenciamento da Segurança Operacional (SGSO) voltado para a área de manutenção, com o intuito de aprimorar o processo de acompanhamento das atividades de inspetoria e de manutenção das aeronaves.;***;LIDER;LÍDER TÁXI AÉREO
38335;311/2012;2012-08-07;2012-10-16;2013-10-09;Atuar junto ao Aeroclube de São Paulo, a fim de reforçar em seu quadro de tripulantes a importância da utilização do checklist em todas as etapas do voo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38335;312/2012;2012-08-07;2012-10-16;2013-10-09;Atuar junto ao Aeroclube de São Paulo, a fim de incrementar a coordenação de cabine de seus tripulantes, visando evitar o esquecimento de itens de checklist pelo desvio de atenção.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38335;313/2012;2012-08-07;2012-10-16;2012-10-30;Divulgar o conteúdo do presente relatório aos aeroclubes e escolas de aviação, enfatizando a importância do uso do checklist.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38316;130/D/09;2009-09-18;2009-09-18;NULL;Incluir nas ações programadas do PPAA/MGSO orientações relativas aos cuidados com a operação de aeronaves de trem de pouso convencional.;***;AEROC-STS;AEROCLUBE DE SANTA CRUZ DO SUL
38278;171/D/09;2009-10-09;2009-10-19;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco que a presença de bancos de areia, troncos, cabos e outros obstáculos impõem às operações das aeronaves anfíbias em meio aquático.;***;SERIPA-2;SEGUNDO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38278;171/D/09;2009-10-09;2009-10-19;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco que a presença de bancos de areia, troncos, cabos e outros obstáculos impõem às operações das aeronaves anfíbias em meio aquático.;***;SERIPA-3;TERCEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38278;171/D/09;2009-10-09;2009-10-19;NULL;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco que a presença de bancos de areia, troncos, cabos e outros obstáculos impõem às operações das aeronaves anfíbias em meio aquático.;***;SERIPA-4;QUARTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38278;171/D/09;2009-10-09;2009-10-19;2009-10-21;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco que a presença de bancos de areia, troncos, cabos e outros obstáculos impõem às operações das aeronaves anfíbias em meio aquático.;ADOTADA;SERIPA-6;SEXTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38278;171/D/09;2009-10-09;2009-10-19;2009-11-30;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco que a presença de bancos de areia, troncos, cabos e outros obstáculos impõem às operações das aeronaves anfíbias em meio aquático.;ADOTADA;SERIPA-7;SÉTIMO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38278;171/D/09;2009-10-09;2009-10-19;2009-12-11;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco que a presença de bancos de areia, troncos, cabos e outros obstáculos impõem às operações das aeronaves anfíbias em meio aquático.;ADOTADA;SERIPA-5;QUINTO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38278;171/D/09;2009-10-09;2009-10-19;2010-07-14;Promover a divulgação deste Acidente Aeronáutico junto a operadores e pilotos, tendo por objetivo realçar o risco que a presença de bancos de areia, troncos, cabos e outros obstáculos impõem às operações das aeronaves anfíbias em meio aquático.;***;SERIPA-1;PRIMEIRO SERVIÇO REGIONAL DE INVESTIGAÇÃO E PREVENÇÃO DE ACIDENTES AERONÁUTICOS
38255;070/2009;2009-07-31;2009-07-31;NULL;Adotar procedimento para controle dos manifestos de carga das aeronaves da empresa, onde deverá ser observada a correta numeração do manifesto no ato de sua emissão, assim como o correto arquivamento dos manifestos emitidos e de suas respectivas cópias, a fim de coibir possíveis extravios.;***;HERINGER;HERINGER TÁXI AÉREO LTDA
38255;071/2009;2009-07-31;2009-07-31;NULL;Providenciar a execução de aulas sobre carregamento de aeronaves aos pilotos e ao pessoal da coordenação de voo da empresa, onde deverá ser abordada a importância do arquivamento e do preenchimento correto dos manifestos de carga, envolvendo a determinação dos pesos da aeronave e a localização do centro de gravidade em função da carga, a fim de coibir as decolagens acima dos limites de peso, mitigando qualquer dúvida por parte dos integrantes da empresa na execução desses procedimentos.;***;HERINGER;HERINGER TÁXI AÉREO LTDA
38255;072/2009;2009-07-31;2009-07-31;NULL;Providenciar a execução de aulas sobre emergências gerais aos pilotos da empresa, onde deverão ser abordados procedimentos de segurança em caso de acidentes e incidentes aeronáuticos, como evacuação da aeronave, utilização do kit de primeiros socorros e de sobrevivência na selva e no mar e a importância do uso correto de cintos e suspensórios.;***;HERINGER;HERINGER TÁXI AÉREO LTDA
38176;130/D/10;2010-06-10;2010-06-24;2010-07-23;Adotar mecanismos de divulgação dos ensinamentos colhidos na presente investigação aos operadores de táxi-aéreo, alertando quanto aos riscos decorrentes da não observação dos procedimentos de manutenção preventiva recomendados pelos fabricantes.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38055;225/2011;2011-08-29;2011-09-29;2012-12-14;Realizar Vistoria de Segurança de Voo na EJ Escola de Aeronáutica Civil Ltda., a fim de verificar a sua situação operacional e o cumprimento das recomendações de Segurança de Voo emitidas neste relatório final.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38055;226/2011;2011-08-29;2011-09-29;2014-04-28;Incrementar os procedimentos de fiscalização dos aeroclubes e escolas de formação, de modo a aperfeiçoar a atividade de formação, treinamento e reciclagem dos profissionais envolvidos na instrução aérea.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38055;227/2011;2011-08-29;2011-09-29;2012-02-29;Realizar Vistoria de Segurança de Voo nas dependências do Aeroporto de Jundiaí, avaliando as condições de segurança referentes ao aeródromo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
38055;228/2011;2011-08-29;2011-10-20;2016-08-25;Realizar Vistoria de Segurança de Voo na Torre de Controle do Aeródromo de Jundiaí, de forma a verificar as suas condições operacionais.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
38055;229/2011;2011-08-29;2011-08-29;NULL;Revisar o seu Programa de Instrução do curso de Piloto Comercial, visando assegurar uma adaptação adequada dos pilotos ao modelo de aeronave utilizada, em especial quando o piloto teve uma formação básica em aeronave com trem de pouso diferente (convencional versus triciclo) e não está adaptado ao uso da comunicação rádio com os órgãos de controle de tráfego aéreo.;***;EJ;EJ ESCOLA DE AERONÁUTICA CIVIL
37995;017/D/11;2011-04-27;2011-04-29;2011-08-01;Realizar gestão, junto ao fabricante Eurocopter/Helibrás, sobre a viabilidade de incorporar no Master Servicing Manual do EC135, o Alert Service Bulletin nº. 65A-004, bem como estudar a viabilidade de diminuir a periodicidade de inspeção nos rolamentos do eixo de acionamento do rotor de cauda.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37876;113/D/10;2010-04-28;2010-05-31;2010-12-14;Estudar meios de intensificar o acompanhamento das atividades aéreas dos aeroclubes, destacando os aspectos ligados à supervisão da instrução ministrada, bem como fiscalizar o cumprimento das atividades e programas constantes no PPAA, no MCA 58-3/2004, no Plano de Missões e no MMA 58-16/1992.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37876;114/D/10;2010-04-28;2010-05-31;2010-12-14;Avaliar a possibilidade de substituição da aeronave Aero-Boero, AB-115/180, como treinador básico na instrução aérea dos aeroclubes e escolas de formação de pilotos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37876;115/D/10;2010-04-28;2010-05-31;2010-12-14;Realizar Auditoria de Segurança Operacional Especial no Aeroclube de Canela, em face das deficiências ali encontradas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37876;116/D/10;2010-04-28;2010-05-31;2010-06-30;Divulgar este Relatório aos aeroclubes e demais operadores de AB-115 e AB-180, visando disseminar os ensinamentos adquiridos na presente investigação.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37876;117/D/10;2010-04-28;2010-05-31;NULL;Incluir aulas de prevenção de acidentes no programa de instrução, visando conscientizar todo o pessoal envolvido na atividade aérea para o preenchimento do Relatório de Prevenção, a fim de manter a percepção ao risco e ao perigo em níveis aceitáveis, promovendo, assim, a segurança das operações.;***;AEROC-CAN;AEROCLUBE DE CANELA
37876;118/D/10;2010-04-28;2010-05-31;NULL;Incluir aula no programa de instrução, sobre o conteúdo da MCA 58-3/2004 (Manual do Curso de Piloto Privado) e do MMA 58-16/1992 (Manual  do Curso  de Instrutor de Voo), enfatizando a responsabilidade dos instrutores de voo para ensinar, exigir e cumprir as normas de avaliação e princípios de segurança;***;AEROC-CAN;AEROCLUBE DE CANELA
37876;119/D/10;2010-04-28;2010-05-31;NULL;Documentar qualquer decisão tomada por Conselho Operacional, Conselho de Instrução ou Reunião de Diretoria do Aeroclube que trate de avaliação operacional de alunos oriundos de outros aeroclubes, indisciplina de voo, suspensão, afastamento ou exclusão de pilotos da atividade aérea, bem como de qualquer outro fato que comprometa a segurança operacional.;***;AEROC-CAN;AEROCLUBE DE CANELA
37876;120/D/10;2010-04-28;2010-05-31;NULL;Realizar o controle das Divulgações Operacionais (DIVOP) emitidas pelo SIPAER, referentes às aeronaves de sua dotação, por meio de coletânea e relação de ciência dos tripulantes, devidamente assinada.;***;AEROC-CAN;AEROCLUBE DE CANELA
37578;191/2011;2011-08-29;2011-08-29;NULL;"""Cumprir as nove """"AÇÕES MITIGADORAS RECOMENDADAS"""" dispostas no Relatório de Vistoria de Segurança de Voo, encaminhado por meio do Ofício Nº 22/SPREV/79, de 22 JUN 2009, expedido pelo SERIPA III.""";***;PREF-NANUQUE;PREFEITURA MUNICIPAL DE NANUQUE
37578;192/2011;2011-08-29;2011-08-29;NULL;Orientar seus tripulantes quanto à obediência às regras estabelecidas na ICA 100-12, Regras do Ar e Serviços de Tráfego Aéreo, de 9 de abril de 2009, para voos sob condições VFR.;***;D.COSTA;DOMINGOS COSTA INDÚSTRIAS ALIMENTÍCIAS
37578;193/2011;2011-08-29;2011-09-29;2012-03-05;Realizar Inspeção Aeroportuária no Aeródromo de Nanuque (SNNU), MG, visando avaliar a segurança das operações aéreas em função das condições de infra-estrutura aeroportuária existentes.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
37577;068/D/10;2010-04-06;2010-04-30;2010-12-14;Realizar uma auditoria no Aeroclube de Jundiaí - SP, a fim de verificar a real situação da supervisão dos cursos de PP e PC, focando o acompanhamento da formação de seus alunos, em particular no que se refere ao adequado preenchimento das fichas de vôo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
